SalesKey,OrderID,OrderLineNumber,OrderDateKey,ShipDateKey,CustomerKey,GeographyKey,RegionKey,ProductKey,ChannelKey,SalesRepKey,SalesAmount,GrossSalesAmount,DiscountAmount,DiscountPct,Quantity,UnitPrice,CostAmount,ProfitAmount,ReturnedFlag
4981,ORD-202501-02157,2,20250130,20250201,239,2,1,18,3,8,81.05,84.24,3.19,0.0378,6,14.04,45.97,35.09,0
4982,ORD-202501-02160,1,20250130,20250206,118,15,5,22,2,11,618.42,646.17,27.75,0.0429,7,92.31,404.97,213.46,0
4983,ORD-202501-02160,2,20250130,20250206,118,15,5,6,2,11,848.29,902.16,53.87,0.0597,4,225.54,600.38,247.91,0
4984,ORD-202501-02179,1,20250130,20250131,171,12,4,4,3,4,839.91,866.17,26.26,0.0303,1,866.17,559.84,280.07,0
4985,ORD-202501-02179,2,20250130,20250131,171,12,4,16,3,4,175.42,180.36,4.94,0.0274,12,15.03,116.59,58.82,0
4986,ORD-202501-02179,3,20250130,20250131,171,12,4,21,3,4,340.29,355.45,15.16,0.0427,5,71.09,204.75,135.54,0
4987,ORD-202501-02179,4,20250130,20250131,171,12,4,27,3,4,803.41,821.04,17.63,0.0215,2,410.52,666.04,137.37,0
4988,ORD-202501-02248,1,20250130,20250202,65,5,2,12,4,10,66.68,68.04,1.36,0.0199,4,17.01,35.96,30.72,0
4989,ORD-202501-02248,2,20250130,20250202,65,5,2,11,4,10,191.25,193.12,1.87,0.0097,8,24.14,106.59,84.66,0
4990,ORD-202501-02283,1,20250130,20250202,65,5,2,19,3,10,1049.56,1081.85,32.29,0.0298,7,154.55,654.59,394.97,0
4991,ORD-202501-02283,2,20250130,20250202,65,5,2,25,3,10,1210.31,1249.68,39.37,0.0315,4,312.42,1025.11,185.2,0
4992,ORD-202501-02283,3,20250130,20250202,65,5,2,21,3,10,603.04,615.36,12.32,0.02,8,76.92,339.13,263.91,0
4993,ORD-202501-02294,1,20250130,20250201,116,1,1,17,3,7,139.06,142.68,3.62,0.0253,12,11.89,74.11,64.95,0
4994,ORD-202501-02294,2,20250130,20250201,116,1,1,8,3,7,347.74,361.02,13.28,0.0368,3,120.34,289.65,58.09,0
4995,ORD-202501-02294,3,20250130,20250201,116,1,1,6,3,7,421.69,433.64,11.95,0.0276,2,216.82,295.23,126.45,0
4996,ORD-202501-02294,4,20250130,20250201,116,1,1,18,3,7,48.25,50.07,1.82,0.0364,3,16.69,24.78,23.46,0
4997,ORD-202501-02158,1,20250131,20250203,249,11,4,9,4,4,288.31,293.81,5.5,0.0187,11,26.71,178.96,109.35,0
4998,ORD-202501-02158,2,20250131,20250203,249,11,4,15,4,4,146.1,149.6,3.5,0.0234,8,18.7,112.61,33.49,0
4999,ORD-202501-02158,3,20250131,20250203,249,11,4,1,4,4,935.29,984.87,49.58,0.0503,3,328.29,580.73,354.56,0
5000,ORD-202501-02164,1,20250131,20250204,124,15,5,3,2,11,1754.29,1910.46,156.17,0.0817,3,636.82,1331.91,422.38,0
5001,ORD-202501-02223,1,20250131,20250203,139,9,3,22,3,6,366.87,382.2,15.33,0.0401,4,95.55,233.67,133.2,0
5002,ORD-202501-02242,1,20250131,20250207,61,9,3,16,2,6,302.8,308.89,6.09,0.0197,23,13.43,236.96,65.84,0
5003,ORD-202501-02242,2,20250131,20250207,61,9,3,21,2,6,691.76,708.75,16.99,0.024,9,78.75,365.57,326.19,0
5004,ORD-202501-02247,1,20250131,20250205,35,7,3,26,4,5,2092.47,2122.8,30.33,0.0143,5,424.56,1849.16,243.31,0
5005,ORD-202501-02247,2,20250131,20250205,35,7,3,19,4,5,589.96,607.04,17.08,0.0281,4,151.76,357.01,232.94,0
5006,ORD-202502-02305,1,20250201,20250205,89,11,4,8,3,3,618.73,643.35,24.62,0.0383,5,128.67,456.38,162.35,0
5007,ORD-202502-02305,2,20250201,20250205,89,11,4,16,3,3,164.08,168.84,4.76,0.0282,12,14.07,125.06,39.02,0
5008,ORD-202502-02305,3,20250201,20250205,89,11,4,1,3,3,285.68,300.35,14.67,0.0488,1,300.35,190.39,95.29,0
5009,ORD-202502-02305,4,20250201,20250205,89,11,4,27,3,3,782.29,812.74,30.45,0.0375,2,406.37,669.85,112.44,0
5010,ORD-202502-02309,1,20250201,20250204,209,13,5,24,1,2,1911.0,1943.11,32.11,0.0165,1,1943.11,1492.05,418.95,0
5011,ORD-202502-02309,2,20250201,20250204,209,13,5,1,1,2,602.93,621.02,18.09,0.0291,2,310.51,386.59,216.33,0
5012,ORD-202502-02314,1,20250201,20250203,178,4,2,21,1,9,572.74,579.36,6.62,0.0114,8,72.42,333.17,239.57,0
5013,ORD-202502-02314,2,20250201,20250203,178,4,2,16,1,9,146.22,150.9,4.68,0.031,10,15.09,102.35,43.86,0
5014,ORD-202502-02314,3,20250201,20250203,178,4,2,14,1,9,146.64,148.48,1.84,0.0124,16,9.28,67.49,79.16,0
5015,ORD-202502-02356,1,20250201,20250205,101,11,4,27,2,4,1870.61,2012.05,141.44,0.0703,5,402.41,1656.94,213.67,0
5016,ORD-202502-02356,2,20250201,20250205,101,11,4,2,2,4,468.19,492.87,24.68,0.0501,3,164.29,340.58,127.61,1
5017,ORD-202502-02363,1,20250201,20250202,206,15,5,19,3,2,1331.09,1402.29,71.2,0.0508,9,155.81,825.76,505.33,0
5018,ORD-202502-02363,2,20250201,20250202,206,15,5,17,3,2,89.6,91.44,1.84,0.0201,8,11.43,47.52,42.09,0
5019,ORD-202502-02363,3,20250201,20250202,206,15,5,22,3,2,461.57,485.7,24.13,0.0497,5,97.14,287.78,173.79,0
5020,ORD-202502-02363,4,20250201,20250202,206,15,5,1,3,2,830.01,857.22,27.21,0.0317,3,285.74,567.98,262.03,0
5021,ORD-202502-02405,1,20250201,20250204,206,15,5,18,3,11,111.38,113.96,2.58,0.0226,7,16.28,50.96,60.43,0
5022,ORD-202502-02405,2,20250201,20250204,206,15,5,16,3,11,157.26,162.36,5.1,0.0314,11,14.76,112.55,44.7,0
5023,ORD-202502-02435,1,20250201,20250205,41,11,4,15,1,12,324.02,324.02,0.0,0.0,17,19.06,232.51,91.51,0
5024,ORD-202502-02443,1,20250201,20250203,16,8,3,1,3,6,1154.74,1165.36,10.62,0.0091,4,291.34,753.66,401.07,0
5025,ORD-202502-02331,1,20250202,20250203,82,12,4,16,3,3,152.21,159.72,7.51,0.047,11,14.52,105.97,46.25,0
5026,ORD-202502-02335,1,20250202,20250205,149,9,3,19,3,6,594.85,607.08,12.23,0.0201,4,151.77,377.42,217.43,0
5027,ORD-202502-02335,2,20250202,20250205,149,9,3,25,3,6,1410.15,1432.45,22.3,0.0156,5,286.49,1180.65,229.5,0
5028,ORD-202502-02335,3,20250202,20250205,149,9,3,8,3,6,120.01,124.94,4.93,0.0394,1,124.94,95.6,24.41,0
5029,ORD-202502-02335,4,20250202,20250205,149,9,3,2,3,6,955.2,985.02,29.82,0.0303,6,164.17,685.12,270.08,0
5030,ORD-202502-02362,1,20250202,20250205,97,6,2,26,4,9,515.41,527.71,12.3,0.0233,1,527.71,371.95,143.45,0
5031,ORD-202502-02362,2,20250202,20250205,97,6,2,8,4,9,133.29,135.14,1.85,0.0137,1,135.14,93.45,39.84,0
5032,ORD-202502-02382,1,20250202,20250207,110,8,3,12,2,6,265.66,272.88,7.22,0.0265,18,15.16,162.41,103.24,0
5033,ORD-202502-02436,1,20250202,20250204,95,13,5,9,1,11,169.62,173.7,4.08,0.0235,6,28.95,92.82,76.8,0
5034,ORD-202502-02452,1,20250202,20250206,15,13,5,9,4,11,119.55,121.68,2.13,0.0175,4,30.42,61.57,57.99,0
5035,ORD-202502-02452,2,20250202,20250206,15,13,5,10,4,11,92.59,94.7,2.11,0.0222,5,18.94,50.17,42.42,0
5036,ORD-202502-02452,3,20250202,20250206,15,13,5,19,4,11,904.45,938.1,33.65,0.0359,6,156.35,534.74,369.71,0
5037,ORD-202502-02462,1,20250202,20250207,177,10,4,22,2,12,434.99,457.4,22.41,0.049,5,91.48,291.41,143.59,0
5038,ORD-202502-02462,2,20250202,20250207,177,10,4,7,2,12,5337.88,5642.76,304.88,0.054,6,940.46,5079.66,258.22,0
5039,ORD-202502-02462,3,20250202,20250207,177,10,4,18,2,12,227.28,234.24,6.96,0.0297,16,14.64,115.03,112.25,0
5040,ORD-202502-02462,4,20250202,20250207,177,10,4,17,2,12,153.23,157.43,4.2,0.0267,13,12.11,71.82,81.41,0
5041,ORD-202502-02318,1,20250203,20250208,163,11,4,3,2,4,3390.74,3641.34,250.6,0.0688,6,606.89,2887.2,503.55,0
5042,ORD-202502-02318,2,20250203,20250208,163,11,4,15,2,4,369.42,387.72,18.3,0.0472,18,21.54,249.88,119.54,0
5043,ORD-202502-02328,1,20250203,20250208,5,15,5,1,2,11,1124.0,1186.12,62.12,0.0524,4,296.53,745.25,378.75,0
5044,ORD-202502-02328,2,20250203,20250208,5,15,5,11,2,11,171.56,176.88,5.32,0.0301,8,22.11,100.23,71.33,0
5045,ORD-202502-02341,1,20250203,20250206,85,8,3,27,2,5,2351.03,2497.98,146.95,0.0588,6,416.33,2088.16,262.87,0
5046,ORD-202502-02341,2,20250203,20250206,85,8,3,9,2,5,372.57,383.04,10.47,0.0273,14,27.36,226.78,145.79,0
5047,ORD-202502-02345,1,20250203,20250207,251,14,5,2,2,11,860.96,908.95,47.99,0.0528,5,181.79,561.82,299.14,0
5048,ORD-202502-02345,2,20250203,20250207,251,14,5,20,2,11,337.55,350.55,13.0,0.0371,9,38.95,192.27,145.27,0
5049,ORD-202502-02355,1,20250203,20250205,121,1,1,25,3,8,923.64,970.44,46.8,0.0482,3,323.48,713.97,209.66,0
5050,ORD-202502-02370,1,20250203,20250209,173,13,5,3,2,1,2381.33,2536.24,154.91,0.0611,4,634.06,1831.6,549.73,0
5051,ORD-202502-02370,2,20250203,20250209,173,13,5,23,2,1,8740.51,8911.26,170.75,0.0192,6,1485.21,6884.71,1855.8,0
5052,ORD-202502-02398,1,20250203,20250207,17,10,4,16,4,12,77.51,78.15,0.64,0.0082,5,15.63,53.42,24.09,0
5053,ORD-202502-02398,2,20250203,20250207,17,10,4,2,4,12,478.19,501.57,23.38,0.0466,3,167.19,331.93,146.26,0
5054,ORD-202502-02414,1,20250203,20250207,30,6,2,6,4,9,656.45,665.04,8.59,0.0129,3,221.68,424.94,231.52,0
5055,ORD-202502-02414,2,20250203,20250207,30,6,2,14,4,9,73.36,74.4,1.04,0.0139,8,9.3,34.94,38.42,0
5056,ORD-202502-02426,1,20250203,20250212,16,8,3,19,2,6,801.71,820.44,18.73,0.0228,6,136.74,568.25,233.46,0
5057,ORD-202502-02426,2,20250203,20250212,16,8,3,16,2,6,138.32,142.12,3.8,0.0268,11,12.92,111.96,26.36,0
5058,ORD-202502-02426,3,20250203,20250212,16,8,3,15,2,6,262.47,271.04,8.57,0.0316,14,19.36,193.45,69.02,0
5059,ORD-202502-02428,1,20250203,20250206,214,7,3,21,3,5,683.17,692.0,8.83,0.0128,10,69.2,421.6,261.57,0
5060,ORD-202502-02327,1,20250204,20250205,248,11,4,11,3,3,132.71,135.66,2.95,0.0217,6,22.61,75.15,57.56,0
5061,ORD-202502-02327,2,20250204,20250205,248,11,4,6,3,3,419.32,440.3,20.98,0.0477,2,220.15,279.05,140.26,1
5062,ORD-202502-02327,3,20250204,20250205,248,11,4,20,3,3,204.51,210.12,5.61,0.0267,6,35.02,123.16,81.35,0
5063,ORD-202502-02393,1,20250204,20250206,18,10,4,16,3,4,112.97,117.12,4.15,0.0355,8,14.64,80.53,32.44,0
5064,ORD-202502-02415,1,20250204,20250208,9,8,3,20,4,6,115.23,116.07,0.84,0.0072,3,38.69,63.15,52.08,1
5065,ORD-202502-02415,2,20250204,20250208,9,8,3,26,4,6,1336.95,1389.9,52.95,0.0381,3,463.3,1102.43,234.52,0
5066,ORD-202502-02439,1,20250204,20250208,79,1,1,14,1,8,114.7,117.26,2.56,0.0218,13,9.02,53.08,61.62,0
5067,ORD-202502-02439,2,20250204,20250208,79,1,1,13,1,8,70.63,71.82,1.19,0.0166,6,11.97,31.61,39.02,0
5068,ORD-202502-02468,1,20250204,20250206,87,12,4,9,3,12,178.04,180.74,2.7,0.0149,7,25.82,112.11,65.94,0
5069,ORD-202502-02468,2,20250204,20250206,87,12,4,26,3,12,1948.26,2018.8,70.54,0.0349,4,504.7,1364.95,583.32,0
5070,ORD-202502-02311,1,20250205,20250209,189,2,1,6,1,8,862.14,863.32,1.18,0.0014,4,215.83,579.53,282.61,0
5071,ORD-202502-02311,2,20250205,20250209,189,2,1,16,1,8,196.15,200.76,4.61,0.023,14,14.34,139.22,56.92,0
5072,ORD-202502-02349,1,20250205,20250206,51,12,4,1,3,4,1390.1,1464.15,74.05,0.0506,5,292.83,938.15,451.95,0
5073,ORD-202502-02349,2,20250205,20250206,51,12,4,12,3,4,81.49,83.25,1.76,0.0212,5,16.65,42.9,38.58,0
5074,ORD-202502-02349,3,20250205,20250206,51,12,4,7,3,4,3649.33,3869.76,220.43,0.057,4,967.44,3171.08,478.24,0
5075,ORD-202502-02412,1,20250205,20250211,111,7,3,11,2,5,250.34,256.8,6.46,0.0251,12,21.4,158.26,92.08,0
5076,ORD-202502-02440,1,20250205,20250211,232,12,4,26,2,12,2608.03,2759.64,151.61,0.0549,6,459.94,2136.26,471.77,0
5077,ORD-202502-02446,1,20250205,20250210,62,8,3,5,4,6,650.69,665.28,14.59,0.0219,2,332.64,481.87,168.82,0
5078,ORD-202502-02446,2,20250205,20250210,62,8,3,14,4,6,115.57,115.57,0.0,0.0,13,8.89,52.69,62.88,0
5079,ORD-202502-02446,3,20250205,20250210,62,8,3,21,4,6,650.83,670.41,19.58,0.0292,9,74.49,367.52,283.31,0
5080,ORD-202502-02306,1,20250206,20250209,3,13,5,26,3,1,2444.55,2580.85,136.3,0.0528,5,516.17,1753.2,691.35,0
5081,ORD-202502-02306,2,20250206,20250209,3,13,5,4,3,1,2368.33,2461.5,93.17,0.0378,3,820.5,1749.0,619.33,0
5082,ORD-202502-02315,1,20250206,20250209,186,3,1,2,1,8,807.25,846.95,39.7,0.0469,5,169.39,599.54,207.7,0
5083,ORD-202502-02315,2,20250206,20250209,186,3,1,19,1,8,453.97,458.79,4.82,0.0105,3,152.93,271.54,182.43,0
5084,ORD-202502-02315,3,20250206,20250209,186,3,1,11,1,8,128.28,130.74,2.46,0.0188,6,21.79,74.9,53.39,0
5085,ORD-202502-02315,4,20250206,20250209,186,3,1,18,1,8,167.68,171.71,4.03,0.0235,11,15.61,85.6,82.08,0
5086,ORD-202502-02351,1,20250206,20250211,221,3,1,23,2,8,5471.94,5705.52,233.58,0.0409,4,1426.38,4488.53,983.41,0
5087,ORD-202502-02351,2,20250206,20250211,221,3,1,12,2,8,135.43,141.75,6.32,0.0446,9,15.75,79.85,55.58,0
5088,ORD-202502-02351,3,20250206,20250211,221,3,1,10,2,8,220.95,229.45,8.5,0.0371,13,17.65,133.55,87.4,0
5089,ORD-202502-02359,1,20250206,20250207,174,12,4,26,3,12,2043.91,2110.2,66.29,0.0314,4,527.55,1431.64,612.27,0
5090,ORD-202502-02359,2,20250206,20250207,174,12,4,23,3,12,2922.35,3093.08,170.73,0.0552,2,1546.54,2241.56,680.79,0
5091,ORD-202502-02359,3,20250206,20250207,174,12,4,19,3,12,582.26,609.08,26.82,0.044,4,152.27,371.13,211.13,0
5092,ORD-202502-02371,1,20250206,20250207,97,6,2,17,3,10,102.99,104.88,1.89,0.018,8,13.11,45.63,57.36,0
5093,ORD-202502-02376,1,20250206,20250208,33,9,3,26,4,5,1358.69,1406.58,47.89,0.034,3,468.86,1080.72,277.97,0
5094,ORD-202502-02376,2,20250206,20250208,33,9,3,25,4,5,920.94,958.02,37.08,0.0387,3,319.34,724.15,196.8,0
5095,ORD-202502-02376,3,20250206,20250208,33,9,3,6,4,5,822.84,836.0,13.16,0.0157,4,209.0,595.94,226.9,0
5096,ORD-202502-02378,1,20250206,20250208,246,14,5,3,4,11,1240.93,1290.18,49.25,0.0382,2,645.09,901.84,339.08,0
5097,ORD-202502-02400,1,20250206,20250207,202,3,1,13,3,8,124.0,126.0,2.0,0.0158,12,10.5,61.08,62.93,0
5098,ORD-202502-02400,2,20250206,20250207,202,3,1,20,3,8,145.81,147.96,2.15,0.0145,4,36.99,86.79,59.03,0
5099,ORD-202502-02400,3,20250206,20250207,202,3,1,6,3,8,661.6,686.64,25.04,0.0365,3,228.88,420.63,240.97,0
5100,ORD-202502-02409,1,20250206,20250210,71,7,3,1,1,6,273.58,276.68,3.1,0.0112,1,276.68,188.93,84.65,0
5101,ORD-202502-02413,1,20250206,20250209,255,14,5,2,2,2,1047.59,1122.42,74.83,0.0667,6,187.07,696.32,351.27,0
5102,ORD-202502-02413,2,20250206,20250209,255,14,5,9,2,2,218.67,223.2,4.53,0.0203,8,27.9,126.93,91.74,0
5103,ORD-202502-02413,3,20250206,20250209,255,14,5,20,2,2,350.87,360.9,10.03,0.0278,10,36.09,210.01,140.85,0
5104,ORD-202502-02453,1,20250206,20250209,143,6,2,5,2,9,2442.66,2560.18,117.52,0.0459,7,365.74,1768.35,674.31,0
5105,ORD-202502-02455,1,20250206,20250208,174,12,4,22,3,4,89.01,92.03,3.02,0.0328,1,92.03,56.65,32.37,0
5106,ORD-202502-02455,2,20250206,20250208,174,12,4,19,3,4,287.38,295.16,7.78,0.0264,2,147.58,183.1,104.28,0
5107,ORD-202502-02455,3,20250206,20250208,174,12,4,20,3,4,187.86,190.8,2.94,0.0154,5,38.16,105.95,81.91,0
5108,ORD-202502-02313,1,20250207,20250211,19,9,3,17,4,5,99.24,99.36,0.12,0.0012,9,11.04,51.67,47.57,0
5109,ORD-202502-02313,2,20250207,20250211,19,9,3,23,4,5,1467.22,1524.18,56.96,0.0374,1,1524.18,1162.48,304.74,0
5110,ORD-202502-02313,3,20250207,20250211,19,9,3,5,4,5,1338.36,1369.56,31.2,0.0228,4,342.39,923.71,414.65,0
5111,ORD-202502-02364,1,20250207,20250209,23,11,4,15,3,12,94.12,96.15,2.03,0.0211,5,19.23,69.37,24.74,0
5112,ORD-202502-02364,2,20250207,20250209,23,11,4,22,3,12,383.2,397.08,13.88,0.0349,4,99.27,216.01,167.2,0
5113,ORD-202502-02364,3,20250207,20250209,23,11,4,17,3,12,116.06,119.5,3.44,0.0288,10,11.95,58.77,57.29,0
5114,ORD-202502-02364,4,20250207,20250209,23,11,4,7,3,12,2741.06,2864.61,123.55,0.0431,3,954.87,2395.54,345.52,0
5115,ORD-202502-02367,1,20250207,20250211,251,14,5,19,4,2,742.78,771.8,29.02,0.0376,5,154.36,455.75,287.03,0
5116,ORD-202502-02367,2,20250207,20250211,251,14,5,16,4,2,124.62,127.35,2.73,0.0215,9,14.15,91.47,33.14,0
5117,ORD-202502-02367,3,20250207,20250211,251,14,5,3,4,2,594.06,623.18,29.12,0.0467,1,623.18,430.39,163.67,0
5118,ORD-202502-02402,1,20250207,20250209,113,14,5,26,4,1,1966.07,2076.64,110.57,0.0532,4,519.16,1390.75,575.32,0
5119,ORD-202502-02402,2,20250207,20250209,113,14,5,20,4,1,250.97,259.28,8.31,0.032,7,37.04,145.52,105.46,0
5120,ORD-202502-02402,3,20250207,20250209,113,14,5,23,4,1,2814.44,2911.86,97.42,0.0335,2,1455.93,2230.92,583.52,0
5121,ORD-202502-02402,4,20250207,20250209,113,14,5,17,4,1,141.05,146.52,5.47,0.0373,12,12.21,71.96,69.09,0
5122,ORD-202502-02433,1,20250207,20250210,226,15,5,21,2,11,414.67,426.72,12.05,0.0282,6,71.12,247.05,167.62,0
5123,ORD-202502-02433,2,20250207,20250210,226,15,5,4,2,11,2209.52,2330.31,120.79,0.0518,3,776.77,1827.35,382.17,0
5124,ORD-202502-02433,3,20250207,20250210,226,15,5,25,2,11,2071.26,2173.15,101.89,0.0469,7,310.45,1693.71,377.56,0
5125,ORD-202502-02445,1,20250207,20250209,1,11,4,23,3,4,1398.05,1452.67,54.62,0.0376,1,1452.67,1132.47,265.58,0
5126,ORD-202502-02445,2,20250207,20250209,1,11,4,16,3,4,183.64,185.64,2.0,0.0108,12,15.47,121.74,61.89,0
5127,ORD-202502-02445,3,20250207,20250209,1,11,4,10,3,4,147.63,151.52,3.89,0.0257,8,18.94,78.7,68.93,0
5128,ORD-202502-02458,1,20250207,20250213,250,10,4,19,2,4,443.88,460.02,16.14,0.0351,3,153.34,264.94,178.94,0
5129,ORD-202502-02469,1,20250207,20250210,70,12,4,24,3,12,3675.19,3867.84,192.65,0.0498,2,1933.92,3016.53,658.66,0
5130,ORD-202502-02469,2,20250207,20250210,70,12,4,16,3,12,59.63,61.88,2.25,0.0363,4,15.47,39.59,20.04,0
5131,ORD-202502-02469,3,20250207,20250210,70,12,4,28,3,12,662.36,703.2,40.84,0.0581,3,234.4,571.59,90.77,0
5132,ORD-202502-02381,1,20250208,20250210,149,9,3,17,3,5,53.76,54.6,0.84,0.0154,5,10.92,29.92,23.83,0
5133,ORD-202502-02381,2,20250208,20250210,149,9,3,25,3,5,300.94,315.91,14.97,0.0474,1,315.91,246.92,54.03,0
5134,ORD-202502-02387,1,20250208,20250211,182,13,5,9,4,1,195.36,201.32,5.96,0.0296,7,28.76,107.51,87.85,0
5135,ORD-202502-02392,1,20250208,20250216,19,9,3,3,2,6,1809.0,1894.02,85.02,0.0449,3,631.34,1391.12,417.88,0
5136,ORD-202502-02392,2,20250208,20250216,19,9,3,2,2,6,680.87,707.48,26.61,0.0376,4,176.87,465.46,215.41,0
5137,ORD-202502-02399,1,20250208,20250211,17,10,4,15,4,4,130.41,134.4,3.99,0.0297,7,19.2,91.76,38.65,0
5138,ORD-202502-02399,2,20250208,20250211,17,10,4,13,4,4,155.67,158.06,2.39,0.0151,14,11.29,72.33,83.34,0
5139,ORD-202502-02460,1,20250208,20250211,18,10,4,1,2,4,1331.83,1386.05,54.22,0.0391,5,277.21,897.16,434.67,0
5140,ORD-202502-02460,2,20250208,20250211,18,10,4,10,2,4,195.95,203.4,7.45,0.0366,12,16.95,117.68,78.28,0
5141,ORD-202502-02460,3,20250208,20250211,18,10,4,7,2,4,4996.28,5247.85,251.57,0.0479,5,1049.57,3957.46,1038.82,0
5142,ORD-202502-02321,1,20250209,20250211,220,3,1,28,3,8,1083.48,1133.05,49.57,0.0437,5,226.61,998.22,85.27,0
5143,ORD-202502-02321,2,20250209,20250211,220,3,1,6,3,8,950.63,973.56,22.93,0.0235,4,243.39,563.05,387.59,0
5144,ORD-202502-02321,3,20250209,20250211,220,3,1,13,3,8,81.46,84.32,2.86,0.034,8,10.54,40.71,40.75,0
5145,ORD-202502-02321,4,20250209,20250211,220,3,1,20,3,8,107.24,111.54,4.3,0.0386,3,37.18,62.81,44.43,0
5146,ORD-202502-02344,1,20250209,20250213,213,15,5,11,4,11,126.99,134.04,7.05,0.0526,6,22.34,75.41,51.58,0
5147,ORD-202502-02344,2,20250209,20250213,213,15,5,3,4,11,1865.97,1961.34,95.37,0.0486,3,653.78,1339.61,526.35,0
5148,ORD-202502-02358,1,20250209,20250211,68,12,4,21,4,12,382.09,383.15,1.06,0.0028,5,76.63,212.51,169.58,0
5149,ORD-202502-02366,1,20250209,20250211,163,11,4,18,1,3,142.87,146.4,3.53,0.0241,10,14.64,76.0,66.86,0
5150,ORD-202502-02366,2,20250209,20250211,163,11,4,1,1,3,1662.21,1717.62,55.41,0.0323,6,286.27,1095.07,567.14,0
5151,ORD-202502-02366,3,20250209,20250211,163,11,4,17,1,3,168.61,173.74,5.13,0.0296,14,12.41,82.47,86.14,0
5152,ORD-202502-02366,4,20250209,20250211,163,11,4,4,1,3,2266.47,2362.44,95.97,0.0406,3,787.48,1779.12,487.35,0
5153,ORD-202502-02375,1,20250209,20250216,180,1,1,27,2,7,1213.52,1282.14,68.62,0.0535,3,427.38,1048.91,164.61,0
5154,ORD-202502-02375,2,20250209,20250216,180,1,1,13,2,7,271.68,283.25,11.57,0.0409,25,11.33,131.0,140.67,0
5155,ORD-202502-02406,1,20250209,20250214,26,11,4,21,4,4,492.84,508.41,15.57,0.0306,7,72.63,282.83,210.0,0
5156,ORD-202502-02406,2,20250209,20250214,26,11,4,2,4,4,178.72,186.3,7.58,0.0407,1,186.3,109.87,68.85,0
5157,ORD-202502-02406,3,20250209,20250214,26,11,4,23,4,4,4426.62,4616.46,189.84,0.0411,3,1538.82,3242.12,1184.5,0
5158,ORD-202502-02408,1,20250209,20250213,167,13,5,15,2,1,308.74,327.24,18.5,0.0565,18,18.18,246.66,62.08,0
5159,ORD-202502-02408,2,20250209,20250213,167,13,5,16,2,1,248.12,261.18,13.06,0.05,18,14.51,184.41,63.71,0
5160,ORD-202502-02425,1,20250209,20250210,87,12,4,7,3,3,884.89,918.26,33.37,0.0363,1,918.26,836.43,48.46,0
5161,ORD-202502-02425,2,20250209,20250210,87,12,4,4,3,3,798.93,809.77,10.84,0.0134,1,809.77,627.77,171.17,0
5162,ORD-202502-02425,3,20250209,20250210,87,12,4,12,3,3,62.24,62.4,0.16,0.0026,4,15.6,35.17,27.07,0
5163,ORD-202502-02425,4,20250209,20250210,87,12,4,16,3,3,127.82,129.24,1.42,0.011,9,14.36,91.94,35.88,0
5164,ORD-202502-02447,1,20250209,20250212,132,14,5,8,1,11,350.96,361.95,10.99,0.0304,3,120.65,275.5,75.47,0
5165,ORD-202502-02447,2,20250209,20250212,132,14,5,11,1,11,127.36,129.84,2.48,0.0191,6,21.64,72.89,54.48,0
5166,ORD-202502-02447,3,20250209,20250212,132,14,5,7,1,11,2997.44,3190.08,192.64,0.0604,3,1063.36,2419.44,578.0,0
5167,ORD-202502-02447,4,20250209,20250212,132,14,5,20,1,11,352.76,361.44,8.68,0.024,9,40.16,187.6,165.17,0
5168,ORD-202502-02476,1,20250209,20250213,71,7,3,1,2,5,2413.14,2537.82,124.68,0.0491,9,281.98,1746.2,666.94,0
5169,ORD-202502-02323,1,20250210,20250211,1,11,4,28,3,4,904.94,944.68,39.74,0.0421,4,236.17,783.48,121.46,0
5170,ORD-202502-02337,1,20250210,20250212,108,7,3,19,3,5,581.55,596.92,15.37,0.0257,4,149.23,387.99,193.56,0
5171,ORD-202502-02337,2,20250210,20250212,108,7,3,15,3,5,108.63,111.6,2.97,0.0266,6,18.6,78.51,30.12,0
5172,ORD-202502-02337,3,20250210,20250212,108,7,3,17,3,5,60.61,62.75,2.14,0.034,5,12.55,27.92,32.69,0
5173,ORD-202502-02372,1,20250210,20250214,247,10,4,15,1,12,406.19,414.7,8.51,0.0205,22,18.85,288.72,117.47,0
5174,ORD-202502-02372,2,20250210,20250214,247,10,4,10,1,12,165.6,171.54,5.94,0.0346,9,19.06,88.96,76.64,0
5175,ORD-202502-02372,3,20250210,20250214,247,10,4,20,1,12,223.82,227.76,3.94,0.0173,6,37.96,126.55,97.27,0
5176,ORD-202502-02456,1,20250210,20250213,106,11,4,23,3,3,1345.25,1439.83,94.58,0.0657,1,1439.83,1109.14,236.12,0
5177,ORD-202502-02307,1,20250211,20250214,16,8,3,26,1,6,1403.81,1457.61,53.8,0.0369,3,485.87,1072.53,331.27,0
5178,ORD-202502-02361,1,20250211,20250213,246,14,5,1,1,2,254.93,266.26,11.33,0.0426,1,266.26,185.95,68.98,0
5179,ORD-202502-02373,1,20250211,20250214,46,2,1,14,2,7,155.46,159.97,4.51,0.0282,17,9.41,72.22,83.24,0
5180,ORD-202502-02373,2,20250211,20250214,46,2,1,12,2,7,376.03,385.5,9.47,0.0246,25,15.42,220.73,155.3,0
5181,ORD-202502-02373,3,20250211,20250214,46,2,1,27,2,7,1633.3,1725.28,91.98,0.0533,4,431.32,1359.87,273.43,0
